"ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry","CustomerID","Customers_CompanyName","Address","City","Region","PostalCode","Country","Salesperson","OrderID","OrderDate","RequiredDate","ShippedDate","Shippers_CompanyName","ProductID","ProductName","UnitPrice","Quantity","Discount","ExtendedPrice","Freight"
"甘味喫茶ダイ","逗子市山の根 3-15-XX","逗子市",,"249-0002","神奈川県","43","甘味喫茶ダイ","草加市吉町 3-4-X","草加市",,"340-0017","埼玉県","森上 偉久馬",10300,1994/10/10,1994/11/7,1994/10/12,"トマト",45,"極上マカロニ",0,1,0.00,0,18
"海鮮料理くじら","津市一身田中野 19-X","津市一",,"514-0112","三重県","4","海鮮料理くじら","成田市加良部 5-3-X","千葉県",,"286-0036","千葉県","木下 和明",10375,1995/1/6,1995/2/3,1995/1/2,"トマト",45,"極上マカロニ",0,1,0.00,0,20
"屋台すまいる","池田市伏尾台 2-9-X","池田市",,"563-0017","大阪府","19","屋台すまいる","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","森上 偉久馬",10422,1995/2/22,1995/3/22,1995/2/16,"アカネコ",45,"極上マカロニ",2500,10,0.00,25000,3
"ポム・ド・テール","川越市熊野町 12-2-XXX","川越市",,"350-1146","埼玉県","41","ポム・ド・テール","中野区大和町 2-41-XX","川崎市",,"165-0034","東京都","正門 恵子",10486,1995/4/26,1995/5/24,1995/4/12,"トマト",45,"極上マカロニ",0,1,0.00,0,31
"酒蔵でん","板野郡藍住町住吉 5-XXX","板野郡",,"771-1264","徳島県","6","酒蔵でん","志木市幸町 1-8-40-XXXX","志木市",,"353-0005","埼玉県","田中 秀樹",10493,1995/5/3,1995/5/31,1995/5/5,"ペンギン",45,"極上マカロニ",1500,50,0.00,75000,11
"寿ストアー","野田市日之出町 27-XX","野田市",,"270-0234","東京都","7","寿ストアー","練馬区東大泉 1-26-31-XXX","練馬区","大泉","178-0063","東京都","古田 哲也",10523,1995/6/1,1995/6/29,1995/5/19,"トマト",45,"極上マカロニ",0,1,0.00,0,78
"小料理なんごく","富山市朝菜町 2-702-XX","富山市",,"939-8066","沖縄県","2","小料理なんごく","札幌市中央区北5条西 12-2-19-XXX","札幌市",,"060-0005","北海道","古田 哲也",10531,1995/6/8,1995/7/6,1995/5/29,"アカネコ",45,"極上マカロニ",1200,5,0.00,6000,8
"東海道スーパー","習志野市津田沼 2-6-XX","習志野市","津田沼","275-0016","千葉県","10","東海道スーパー","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","木下 和明",10266,1994/8/26,1994/10/7,1994/8/31,"ペンギン",46,"伝統スパゲッティ",50,100,0.00,5000,26
"料亭きゅうきゅう","広島市西区観音新町 1-16-X","広島市",,"733-0036","広島県","28","料亭きゅうきゅう","朝倉郡夜須町篠隈 225-XX","朝倉郡","須町","838-0215","福岡県","森上 偉久馬",10345,1994/12/5,1995/1/2,1994/12/5,"トマト",46,"伝統スパゲッティ",1500,50,0.00,75000,249
"高原亭","牛久市下根町 1504-XX","牛久市","下根町","300-1203","茨城県","50","高原亭","横浜市旭区左近山 3-18-XXX","横浜市","旭区","241-0831","神奈川県","田中 秀樹",10430,1995/3/2,1995/3/16,1995/3/2,"アカネコ",46,"伝統スパゲッティ",250,1,0.00,250,459
"パーラーえんとつ","練馬区東大泉 1-26-31-XXX","練馬区",,"178-0063","東京都","49","パーラーえんとつ","世田谷区給田 3-31-X","世田谷区","世田谷区","157-0064","東京都","明山 典央",10477,1995/4/17,1995/5/15,1995/3/31,"トマト",46,"伝統スパゲッティ",0,1,0.00,0,13
"大和マーケット","長野市大豆島 1798-X","長野市",,"381-0022","長野県","9","大和マーケット","横浜市中区千代崎町1-3-5","横浜市","中区","231-0864","神奈川県","木下 和明",10514,1995/5/23,1995/6/20,1995/5/8,"トマト",46,"伝統スパゲッティ",0,1,0.00,0,790
"洋食ちくさ","朝倉郡夜須町篠隈 225-XX","朝倉郡",,"838-0215","愛知県","25","洋食ちくさ","吹田市竹見台 2-X","吹田市",,"565-0863","大阪府","東海 誠一",10555,1995/7/3,1995/7/31,1995/6/12,"ペンギン",46,"伝統スパゲッティ",1500,1,0.00,1500,252
"コンビニエンス北風","横浜市南区大岡 1-44-X","横浜市",,"232-0061","神奈川県","32","コンビニエンス北風","春日井市味美白山町 1-9-X","春日井市",,"486-0969","愛知県","松沢 彩子",10279,1994/9/13,1994/10/11,1994/9/16,"トマト",47,"ヘルシークラッカー",100,100,0.00,10000,26
"小町ストアー","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","11","小町ストアー","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","古田 哲也",10336,1994/11/23,1994/12/21,1994/11/21,"トマト",47,"ヘルシークラッカー",100,1,0.00,100,16
"月野株式会社","仙台市太白区人来田 3-15-XX","仙台市",,"982-0222","宮城県","17","月野株式会社","長野市大豆島 1798-X","長野市",,"381-0022","長野県","木下 和明",10365,1994/12/28,1995/1/25,1994/12/28,"トマト",47,"ヘルシークラッカー",0,1,0.00,0,22
"東海道スーパー","習志野市津田沼 2-6-XX","習志野市",,"275-0016","千葉県","10","東海道スーパー","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","木下 和明",10433,1995/3/6,1995/4/3,1995/3/3,"ペンギン",47,"ヘルシークラッカー",120,5,0.00,600,74
"パーラーえんとつ","練馬区東大泉 1-26-31-XXX","練馬区",,"178-0063","東京都","49","パーラーえんとつ","世田谷区給田 3-31-X","世田谷区","世田谷区","157-0064","東京都","古田 哲也",10497,1995/5/5,1995/6/2,1995/4/21,"アカネコ",47,"ヘルシークラッカー",0,1,0.00,0,36
"名店はかたっこ","名古屋市瑞穂区中根町 5-4-X","名古屋市","中根町","467-0055","福岡県","21","名店はかたっこ","札幌市豊平区中の島一条2丁目 4-XX","札幌市",,"062-0921","北海道","松沢 彩子",10521,1995/5/30,1995/6/27,1995/5/30,"トマト",47,"ヘルシークラッカー",100,10,0.00,1000,17
"コーヒーハウスフェンス","君津市袖ケ浦町野里 1539-X","君津市","袖ケ浦町","299-1100","千葉県","42","コーヒーハウスフェンス","大田区萩中 2-4-X","中野区",,"144-0047","東京都","松沢 彩子",10268,1994/8/30,1994/9/27,1994/9/2,"ペンギン",48,"コーンフレークプレーン",50,500,0.00,25000,66
"葉薄ふぁん","吹田市竹見台 2-X","吹田市",,"565-0863","大阪府","18","葉薄ふぁん","習志野市津田沼 2-6-XX","習志野市",,"275-0016","千葉県","古田 哲也",10289,1994/9/26,1994/10/24,1994/9/28,"ペンギン",48,"コーンフレークプレーン",300,1,0.00,300,23
"洋風居酒屋けい・えっくす","鹿児島市宇宿町 2655-XX","鹿児島市",,"890-0074","鹿児島県","27","洋風居酒屋けい・えっくす","伊丹市池尻 5-XX","伊丹市",,"664-0027","兵庫県","森上 偉久馬",10295,1994/10/3,1994/10/31,1994/10/12,"トマト",48,"コーンフレークプレーン",0,1,0.00,0,1
"食所あんどう","粕屋郡志免町御手洗 51-X","粕屋郡",,"811-2206","福岡県","22","食所あんどう","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","正門 恵子",10325,1994/11/9,1994/11/23,1994/11/11,"ペンギン",48,"コーンフレークプレーン",300,1,0.00,300,65
"山門屋","中野区大和町 2-41-XX","中野区",,"165-0034","東京都","36","山門屋","鹿児島市宇宿 2-14-X","鹿児島市",,"890-0073","鹿児島県","古田 哲也",10349,1994/12/9,1995/1/6,1994/12/5,"アカネコ",48,"コーンフレークプレーン",300,3,0.00,900,9
"パーラーえんとつ","練馬区東大泉 1-26-31-XXX","練馬区",,"178-0063","東京都","49","パーラーえんとつ","世田谷区給田 3-31-X","世田谷区","世田谷区","157-0064","東京都","田中 秀樹",10363,1994/12/27,1995/1/24,1994/12/28,"ペンギン",48,"コーンフレークプレーン",0,1,0.00,0,31
"ヒロコーポレーション","横浜市旭区左近山 3-18-XXX","横浜市",,"241-0831","神奈川県","46","ヒロコーポレーション","川越市熊野町 12-2-XXX","川越市",,"350-1146","埼玉県","松沢 彩子",10380,1995/1/12,1995/2/9,1995/1/9,"ペンギン",48,"コーンフレークプレーン",0,1,0.00,0,35
"酒蔵でん","板野郡藍住町住吉 5-XXX","板野郡",,"771-1264","徳島県","6","酒蔵でん","志木市幸町 1-8-40-XXXX","志木市",,"353-0005","埼玉県","高橋 真紀",10387,1995/1/18,1995/2/15,1995/1/13,"トマト",48,"コーンフレークプレーン",0,1,0.00,0,94
"食所あんどう","粕屋郡志免町御手洗 51-X","粕屋郡",,"811-2206","福岡県","22","食所あんどう","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","東海 誠一",10390,1995/1/23,1995/2/20,1995/1/16,"アカネコ",48,"コーンフレークプレーン",300,10,0.00,3000,126
"居酒屋ななべえ","京都市西京区山田平尾町 73-X","京都市",,"615-8256","京都府","5","居酒屋ななべえ","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","正門 恵子",10396,1995/1/27,1995/2/10,1995/1/20,"ペンギン",48,"コーンフレークプレーン",0,1,0.00,0,135
"料亭きゅうきゅう","広島市西区観音新町 1-16-X","広島市",,"733-0036","広島県","28","料亭きゅうきゅう","朝倉郡夜須町篠隈 225-XX","朝倉郡","須町","838-0215","福岡県","正門 恵子",10405,1995/2/6,1995/3/6,1995/2/2,"アカネコ",48,"コーンフレークプレーン",300,1,0.00,300,35
"洋風居酒屋けい・えっくす","鹿児島市宇宿町 2655-XX","鹿児島市",,"890-0074","鹿児島県","27","洋風居酒屋けい・えっくす","伊丹市池尻 5-XX","伊丹市",,"664-0027","兵庫県","木下 和明",10409,1995/2/9,1995/3/9,1995/2/10,"アカネコ",48,"コーンフレークプレーン",0,1,0.00,0,30
"コンビニエンス北風","横浜市南区大岡 1-44-X","横浜市",,"232-0061","神奈川県","32","コンビニエンス北風","春日井市味美白山町 1-9-X","春日井市",,"486-0969","愛知県","田中 秀樹",10419,1995/2/20,1995/3/20,1995/2/15,"トマト",48,"コーンフレークプレーン",300,5,0.00,1500,137
"割烹ふじい","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","3","割烹ふじい","福岡市博多区東平尾 2-10-XX","福岡市","博多区","816-0053","福岡県","木下 和明",10441,1995/3/13,1995/4/24,1995/3/10,"トマト",48,"コーンフレークプレーン",300,10,0.00,3000,73
"北冷マート","札幌市中央区北5条西 12-2-19-XXX","札幌市",,"060-0005","北海道","12","北冷マート","津市一身田中野 19-X","津市",,"514-0112","三重県","古田 哲也",10458,1995/3/29,1995/4/26,1995/3/24,"ペンギン",48,"コーンフレークプレーン",0,1,0.00,0,147
"料亭きゅうきゅう","広島市西区観音新町 1-16-X","広島市","西区","733-0036","広島県","28","料亭きゅうきゅう","朝倉郡夜須町篠隈 225-XX","朝倉郡","須町","838-0215","福岡県","松沢 彩子",10485,1995/4/25,1995/5/9,1995/4/11,"トマト",48,"コーンフレークプレーン",0,1,0.00,0,64
"小料理ひろ","春日井市味美白山町 1-9-X","春日井市","白山町","486-0969","愛知県","26","小料理ひろ","池田市伏尾台 2-9-X","池田市","伏尾台","563-0017","大阪府","森上 偉久馬",10487,1995/4/26,1995/5/24,1995/4/14,"トマト",48,"コーンフレークプレーン",0,1,0.00,0,71
"パーラーえんとつ","練馬区東大泉 1-26-31-XXX","練馬区",,"178-0063","東京都","49","パーラーえんとつ","世田谷区給田 3-31-X","世田谷区","世田谷区","157-0064","東京都","古田 哲也",10497,1995/5/5,1995/6/2,1995/4/21,"アカネコ",48,"コーンフレークプレーン",0,1,0.00,0,36
"みちのく本陣","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","40","みちのく本陣","川崎市中原区宮内 XXX","成田市","中原区","211-0051","神奈川県","田中 秀樹",10504,1995/5/12,1995/6/9,1995/5/3,"ペンギン",48,"コーンフレークプレーン",300,1,0.00,300,59
"料亭きゅうきゅう","池田市伏尾台 2-9-X","池田市",,"563-0017","広島県","28","料亭きゅうきゅう","朝倉郡夜須町篠隈 225-XX","朝倉郡","須町","838-0215","福岡県","古田 哲也",10532,1995/6/9,1995/7/7,1995/5/22,"ペンギン",48,"コーンフレークプレーン",0,1,0.00,0,74
"月野株式会社","牛久市下根町 1504-XX","牛久市",,"300-1203","宮城県","17","月野株式会社","長野市大豆島 1798-X","長野市",,"381-0022","長野県","木下 和明",10548,1995/6/26,1995/7/24,1995/6/23,"トマト",48,"コーンフレークプレーン",0,1,0.00,0,1
"温泉レストラン","吾妻郡草津町 462-XX","吾妻郡",,"377-1700","群馬県","8","温泉レストラン","牛久市下根町 1504-XX","牛久市",,"300-1203","茨城県","田中 秀樹",10551,1995/6/28,1995/8/9,1995/6/9,"ペンギン",48,"コーンフレークプレーン",200,1500,0.00,300000,73
"料亭きゅうきゅう","広島市西区観音新町 1-16-X","広島市",,"733-0036","広島県","28","料亭きゅうきゅう","朝倉郡夜須町篠隈 225-XX","朝倉郡","須町","838-0215","福岡県","木下 和明",10253,1994/8/10,1994/8/24,1994/8/16,"トマト",49,"コーンフレークチョコ",16,40,0.00,640,58
"食所あんどう","粕屋郡志免町御手洗 51-X","粕屋郡",,"811-2206","福岡県","22","食所あんどう","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","東海 誠一",10390,1995/1/23,1995/2/20,1995/1/16,"アカネコ",49,"コーンフレークチョコ",300,10,0.00,3000,126
"コンビニエンス北風","横浜市南区大岡 1-44-X","横浜市",,"232-0061","神奈川県","32","コンビニエンス北風","春日井市味美白山町 1-9-X","春日井市",,"486-0969","愛知県","田中 秀樹",10419,1995/2/20,1995/3/20,1995/2/15,"トマト",49,"コーンフレークチョコ",300,5,0.00,1500,137
"ポム・ド・テール","川越市熊野町 12-2-XXX","川越市",,"350-1146","埼玉県","41","ポム・ド・テール","中野区大和町 2-41-XX","川崎市",,"165-0034","東京都","木下 和明",10438,1995/3/9,1995/4/6,1995/4/3,"トマト",49,"コーンフレークチョコ",50,1,0.00,50,8
"割烹ふじい","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","3","割烹ふじい","福岡市博多区東平尾 2-10-XX","福岡市","博多区","816-0053","福岡県","木下 和明",10441,1995/3/13,1995/4/24,1995/3/10,"トマト",49,"コーンフレークチョコ",250,10,0.00,2500,73
"みちのく本陣","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","40","みちのく本陣","川崎市中原区宮内 XXX","成田市","中原区","211-0051","神奈川県","田中 秀樹",10504,1995/5/12,1995/6/9,1995/5/3,"ペンギン",49,"コーンフレークチョコ",300,1,0.00,300,59
"小料理なんごく","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","2","小料理なんごく","札幌市中央区北5条西 12-2-19-XXX","札幌市",,"060-0005","北海道","松沢 彩子",10301,1994/10/10,1994/11/7,1994/10/14,"トマト",50,"コーンフレークシュガー",300,10,0.00,3000,45
"山門屋","中野区大和町 2-41-XX","中野区",,"165-0034","東京都","36","山門屋","鹿児島市宇宿 2-14-X","鹿児島市",,"890-0073","鹿児島県","正門 恵子",10304,1994/10/13,1994/11/10,1994/11/9,"トマト",50,"コーンフレークシュガー",300,5,0.00,1500,64
"みちのく本陣","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","40","みちのく本陣","川崎市中原区宮内 XXX","成田市","中原区","211-0051","神奈川県","松沢 彩子",10402,1995/2/2,1995/3/16,1995/2/3,"トマト",50,"コーンフレークシュガー",250,1,0.00,250,68
"コンビニエンス北風","横浜市南区大岡 1-44-X","横浜市",,"232-0061","神奈川県","32","コンビニエンス北風","春日井市味美白山町 1-9-X","春日井市",,"486-0969","愛知県","田中 秀樹",10419,1995/2/20,1995/3/20,1995/2/15,"トマト",50,"コーンフレークシュガー",300,5,0.00,1500,137
"みちのく本陣","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","40","みちのく本陣","川崎市中原区宮内 XXX","成田市","中原区","211-0051","神奈川県","田中 秀樹",10504,1995/5/12,1995/6/9,1995/5/3,"ペンギン",50,"コーンフレークシュガー",300,1,0.00,300,59
"温泉レストラン","吾妻郡草津町 462-XX","吾妻郡",,"377-1700","群馬県","8","温泉レストラン","牛久市下根町 1504-XX","牛久市",,"300-1203","茨城県","田中 秀樹",10551,1995/6/28,1995/8/9,1995/6/9,"ペンギン",50,"コーンフレークシュガー",200,1500,0.00,300000,73
"からんころん","北九州町田1-3","北九州",,"884-1111","北九州","51","からんころん","茅ヶ崎市西久保 1592-X","茅ヶ崎市",,"253-0083","神奈川県","東海 誠一",10249,1994/8/5,1994/9/16,1994/8/10,"アカネコ",51,"アメリカンポーク",42,40,0.00,1696,12
"小料理ひろ","春日井市味美白山町 1-9-X","春日井市",,"486-0969","愛知県","26","小料理ひろ","池田市伏尾台 2-9-X","池田市","伏尾台","563-0017","大阪府","田中 秀樹",10250,1994/8/8,1994/9/5,1994/8/12,"トマト",51,"アメリカンポーク",42,35,0.15,1261,66
"高原亭","牛久市下根町 1504-XX","牛久市","根町","300-1203","茨城県","50","高原亭","横浜市旭区左近山 3-18-XXX","横浜市","旭区","241-0831","神奈川県","正門 恵子",10270,1994/9/1,1994/9/29,1994/9/2,"アカネコ",51,"アメリカンポーク",150,500,0.00,75000,137
"葉薄ふぁん","吹田市竹見台 2-X","吹田市",,"565-0863","大阪府","18","葉薄ふぁん","習志野市津田沼 2-6-XX","習志野市",,"275-0016","千葉県","古田 哲也",10289,1994/9/26,1994/10/24,1994/9/28,"ペンギン",51,"アメリカンポーク",90,1,0.00,90,23
"高原亭","牛久市下根町 1504-XX","牛久市","根町","300-1203","茨城県","50","高原亭","横浜市旭区左近山 3-18-XXX","横浜市","旭区","241-0831","神奈川県","東海 誠一",10291,1994/9/27,1994/10/25,1994/9/28,"トマト",51,"アメリカンポーク",0,1,0.00,0,6
"イルカランド","大田区萩中 2-4-X","大田区",,"144-0047","東京都","37","イルカランド","成田市台方 XXX","成田市",,"286-0003","千葉県","松沢 彩子",10334,1994/11/21,1994/12/19,1994/11/23,"トマト",51,"アメリカンポーク",100,100,0.00,10000,9
"屋台すまいる","池田市伏尾台 2-9-X","池田市",,"563-0017","大阪府","19","屋台すまいる","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","古田 哲也",10335,1994/11/22,1994/12/20,1994/11/28,"トマト",51,"アメリカンポーク",120,40,0.00,4800,42
"惣菜びみ","西春日井郡豊山町豊場新田 17-X","西春日井郡",,"480-0202","愛知県","24","惣菜びみ","仙台市太白区人来田 3-15-XX","仙台市","太白区","982-0222","宮城県","田中 秀樹",10344,1994/12/2,1994/12/30,1994/11/29,"トマト",51,"アメリカンポーク",500,1,0.00,500,23
"海鮮料理くじら","津市一身田中野 19-X","津市一",,"514-0112","三重県","4","海鮮料理くじら","成田市加良部 5-3-X","千葉県",,"286-0036","千葉県","木下 和明",10375,1995/1/6,1995/2/3,1995/1/2,"トマト",51,"アメリカンポーク",0,1,0.00,0,20
"小町ストアー","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","11","小町ストアー","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","松沢 彩子",10383,1995/1/16,1995/2/13,1995/1/9,"ペンギン",51,"アメリカンポーク",0,1,0.00,0,34
"コンビニエンス北風","横浜市南区大岡 1-44-X","横浜市",,"232-0061","神奈川県","32","コンビニエンス北風","春日井市味美白山町 1-9-X","春日井市",,"486-0969","愛知県","森上 偉久馬",10392,1995/1/24,1995/2/21,1995/1/20,"ペンギン",51,"アメリカンポーク",150,5,0.00,750,122
"温泉レストラン","吾妻郡草津町 462-XX","吾妻郡",,"377-1700","群馬県","8","温泉レストラン","牛久市下根町 1504-XX","牛久市",,"300-1203","茨城県","東海 誠一",10423,1995/2/23,1995/3/9,1995/2/17,"ペンギン",51,"アメリカンポーク",0,1,0.00,0,25
"健食弁当株式会社","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","45","健食弁当株式会社","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","田中 秀樹",10426,1995/2/27,1995/3/27,1995/2/27,"アカネコ",51,"アメリカンポーク",0,1,0.00,0,19
"自然食なちゅらる","福岡市博多区東平尾 2-10-XX","福岡市",,"816-0053","福岡県","23","自然食なちゅらる","仙台市宮城野区古宮 4-X","仙台市",,"983-0000","宮城県","木下 和明",10505,1995/5/15,1995/6/12,1995/4/28,"ペンギン",51,"アメリカンポーク",250,10,0.00,2500,7
"東海道スーパー","習志野市津田沼 2-6-XX","習志野市",,"275-0016","千葉県","10","東海道スーパー","那覇市繁多川 1-21-XX","那覇市",,"902-0071","沖縄県","古田 哲也",10513,1995/5/23,1995/7/4,1995/5/12,"アカネコ",51,"アメリカンポーク",150,5000,0.00,750000,106
"割烹ふじい","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","3","割烹ふじい","福岡市博多区東平尾 2-10-XX","福岡市","博多区","816-0053","福岡県","正門 恵子",10517,1995/5/25,1995/6/22,1995/5/17,"ペンギン",51,"アメリカンポーク",400,1,0.00,400,32
"大宮ユニオン","逗子市山の根 3-15-XX","逗子市",,"249-0002","埼玉県","38","大宮ユニオン","横浜市南区大岡 1-44-X","横浜市",,"232-0061","神奈川県","古田 哲也",10550,1995/6/28,1995/7/26,1995/6/7,"ペンギン",51,"アメリカンポーク",100,5,0.00,500,4
"高原亭","牛久市下根町 1504-XX","牛久市","根町","300-1203","茨城県","50","高原亭","横浜市旭区左近山 3-18-XXX","横浜市","旭区","241-0831","神奈川県","正門 恵子",10270,1994/9/1,1994/9/29,1994/9/2,"アカネコ",52,"うす味ウインナー",200,200,0.00,40000,137
"城元株式会社","多賀城市笠神 3-2-X","多賀城市","笠神","985-0831","宮城県","15","城元株式会社","大田区大森東 1-35-X","大田区",,"143-0012","東京都","森上 偉久馬",10280,1994/9/14,1994/10/12,1994/9/16,"アカネコ",52,"うす味ウインナー",100,500,0.00,50000,9
"札幌フード","札幌市手稲区前田 4-9-3-XX","札幌市","手稲区","006-0814","北海道","13","札幌フード","京都市西京区山田平尾町 73-X","京都府",,"615-8256","京都府","東海 誠一",10296,1994/10/4,1994/11/1,1994/10/6,"アカネコ",52,"うす味ウインナー",0,1,0.00,0,0
"ポム・ド・テール","川越市熊野町 12-2-XXX","川越市","熊野町","350-1146","埼玉県","41","ポム・ド・テール","中野区大和町 2-41-XX","川崎市",,"165-0034","東京都","東海 誠一",10298,1994/10/6,1994/11/3,1994/10/12,"トマト",52,"うす味ウインナー",0,1,0.00,0,168
"みちのく本陣","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","40","みちのく本陣","川崎市中原区宮内 XXX","成田市","中原区","211-0051","神奈川県","古田 哲也",10303,1994/10/12,1994/11/9,1994/10/18,"トマト",52,"うす味ウインナー",100,150,0.00,15000,108
"よろず商店","川崎市中原区宮内 XXX","川崎市",,"211-0051","神奈川県","35","よろず商店","浜北市於呂 3482-XX","浜北市",,"434-0015","静岡県","森上 偉久馬",10312,1994/10/24,1994/11/21,1994/11/23,"トマト",52,"うす味ウインナー",250,1,0.00,250,40
"ヒロコーポレーション","横浜市旭区左近山 3-18-XXX","横浜市",,"241-0831","神奈川県","46","ヒロコーポレーション","川越市熊野町 12-2-XXX","川越市",,"350-1146","埼玉県","木下 和明",10321,1994/11/3,1994/12/1,1994/11/10,"トマト",52,"うす味ウインナー",0,1,0.00,0,3
"城元株式会社","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","15","城元株式会社","大田区大森東 1-35-X","大田区",,"143-0012","東京都","高橋 真紀",10331,1994/11/16,1994/12/28,1994/11/14,"アカネコ",52,"うす味ウインナー",250,300,0.00,75000,10
"屋台すまいる","池田市伏尾台 2-9-X","池田市",,"563-0017","大阪府","19","屋台すまいる","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","古田 哲也",10335,1994/11/22,1994/12/20,1994/11/28,"トマト",52,"うす味ウインナー",200,40,0.00,8000,42
"よろず商店","川崎市中原区宮内 XXX","川崎市",,"211-0051","神奈川県","35","よろず商店","浜北市於呂 3482-XX","浜北市",,"434-0015","静岡県","田中 秀樹",10338,1994/11/25,1994/12/23,1994/11/25,"ペンギン",52,"うす味ウインナー",250,10000,0.10,2250000,84
"山門屋","中野区大和町 2-41-XX","中野区",,"165-0034","東京都","36","山門屋","鹿児島市宇宿 2-14-X","鹿児島市",,"890-0073","鹿児島県","古田 哲也",10349,1994/12/9,1995/1/6,1994/12/5,"アカネコ",52,"うす味ウインナー",150,5,0.00,750,9
"札幌フード","札幌市手稲区前田 4-9-3-XX","札幌市",,"006-0814","北海道","13","札幌フード","京都市西京区山田平尾町 73-X","京都府",,"615-8256","京都府","松沢 彩子",10369,1995/1/2,1995/1/30,1994/12/29,"トマト",52,"うす味ウインナー",0,1,0.00,0,196
"大和マーケット","長野市大豆島 1798-X","長野市","大豆島","381-0022","長野県","9","大和マーケット","横浜市中区千代崎町1-3-5","横浜市","中区","231-0864","神奈川県","明山 典央",10378,1995/1/10,1995/2/7,1995/1/27,"ペンギン",52,"うす味ウインナー",250,500,0.00,125000,5
"札幌フード","札幌市手稲区前田 4-9-3-XX","札幌市",,"006-0814","北海道","13","札幌フード","京都市西京区山田平尾町 73-X","京都府",,"615-8256","京都府","森上 偉久馬",10388,1995/1/19,1995/2/16,1995/2/16,"アカネコ",52,"うす味ウインナー",0,1,0.00,0,35
"食所あんどう","粕屋郡志免町御手洗 51-X","粕屋郡",,"811-2206","福岡県","22","食所あんどう","多賀城市笠神 3-2-X","多賀城市",,"985-0831","宮城県","松沢 彩子",10399,1995/1/31,1995/2/14,1995/1/31,"ペンギン",52,"うす味ウインナー",240,400,0.00,96000,27
"葉薄ふぁん","吹田市竹見台 2-X","吹田市",,"565-0863","大阪府","18","葉薄ふぁん","習志野市津田沼 2-6-XX","習志野市",,"275-0016","千葉県","木下 和明",10410,1995/2/10,1995/3/10,1995/2/10,"ペンギン",52,"うす味ウインナー",0,1,0.00,0,2
"アリス亭","野田市日之出町 27-XX","野田市",,"270-0234","千葉県","39","アリス亭","横浜市緑区千草台 7-X","横浜市","千草台","226-0000","神奈川県","木下 和明",10413,1995/2/14,1995/3/14,1995/2/22,"トマト",52,"うす味ウインナー",0,1,0.00,0,96
"パーラーえんとつ","練馬区東大泉 1-26-31-XXX","練馬区",,"178-0063","東京都","49","パーラーえんとつ","世田谷区給田 3-31-X","世田谷区","世田谷区","157-0064","東京都","松沢 彩子",10416,1995/2/16,1995/3/16,1995/2/14,"ペンギン",52,"うす味ウインナー",0,1,0.00,0,23
"コーヒーハウスフェンス","君津市袖ケ浦町野里 1539-X","君津市",,"299-1100","千葉県","42","コーヒーハウスフェンス","大田区萩中 2-4-X","中野区",,"144-0047","東京都","田中 秀樹",10418,1995/2/17,1995/3/17,1995/2/14,"アカネコ",52,"うす味ウインナー",0,1,0.00,0,18
"健食弁当株式会社","世田谷区奥沢 1-37-XX","世田谷区",,"158-0083","東京都","45","健食弁当株式会社","杉並区成田東 5-35-XX","杉並区",,"166-0015","東京都","田中 秀樹",10426,1995/2/27,1995/3/27,1995/2/27,"アカネコ",52,"うす味ウインナー",0,1,0.00,0,19
"よろず商店","川崎市中原区宮内 XXX","川崎市",,"211-0051","神奈川県","35","よろず商店","浜北市於呂 3482-XX","浜北市",,"434-0015","静岡県","正門 恵子",10465,1995/4/5,1995/5/3,1995/3/30,"ペンギン",52,"うす味ウインナー",250,50,0.00,12500,145
"小町ストアー","大館市釈迦内字館 30-XX","大館市",,"017-0012","秋田県","11","小町ストアー","富山市朝菜町 2-702-XX","富山市",,"939-8066","富山県","森上 偉久馬",10478,1995/4/18,1995/5/2,1995/4/3,"ペンギン",52,"うす味ウインナー",250,10,0.00,2500,5
